line,sex,rep,concentration,exposure,total_flies,survival_proportion
129,M,3,0.8,48,0,0
129,M,4,0.8,48,1,0.058823529
195,M,1,0.8,48,1,0.066666667
195,M,2,0.8,48,7,0.388888889
195,M,3,0.8,48,16,0.888888889
195,M,4,0.8,48,18,0.947368421
217,M,1,0.8,48,1,0.05
217,M,2,0.8,48,8,0.444444444
217,M,3,0.8,48,2,0.1
217,M,4,0.8,48,1,0.052631579
228,M,1,0.8,48,1,0.055555556
228,M,2,0.8,48,0,0
228,M,3,0.8,48,1,0.05
228,M,4,0.8,48,2,0.117647059
367,M,1,0.8,48,2,0.1
367,M,2,0.8,48,0,0
367,M,3,0.8,48,0,0
367,M,4,0.8,48,0,0
371,M,1,0.8,48,2,0.1
371,M,2,0.8,48,4,0.210526316
371,M,3,0.8,48,1,0.052631579
371,M,4,0.8,48,0,0
491,M,1,0.8,48,0,0
491,M,2,0.8,48,3,0.15
491,M,3,0.8,48,0,0
491,M,4,0.8,48,0,0
508,M,1,0.8,48,2,0.105263158
508,M,2,0.8,48,1,0.05
508,M,3,0.8,48,1,0.052631579
508,M,4,0.8,48,2,0.1
799,M,1,0.8,48,19,0.95
799,M,2,0.8,48,0,0
799,M,3,0.8,48,2,0.111111111
799,M,4,0.8,48,0,0
808,M,3,0.8,48,6,0.352941176
808,M,4,0.8,48,0,0
808,M,1,0.8,48,1,0.058823529
808,M,2,0.8,48,2,0.105263158
900,M,1,0.8,48,0,0
900,M,2,0.8,48,0,0
900,M,3,0.8,48,0,0
900,M,4,0.8,48,0,0
41,F,1,1.5,48,4,0.222222222
41,F,2,1.5,48,8,0.470588235
41,F,3,1.5,48,8,0.5
41,F,4,1.5,48,11,0.55
59,F,1,1.5,48,0,0
59,F,2,1.5,48,0,0
59,F,3,1.5,48,0,0
59,F,4,1.5,48,0,0
83,F,1,1.5,48,0,0
83,F,2,1.5,48,1,0.052631579
83,F,3,1.5,48,0,0
83,F,4,1.5,48,1,0.05
129,F,1,1.5,48,0,0
129,F,2,1.5,48,0,0
129,F,3,1.5,48,0,0
129,F,4,1.5,48,8,0.4
195,F,4,1.5,48,1,0.058823529
195,F,1,1.5,48,7,0.368421053
195,F,2,1.5,48,16,0.888888889
195,F,3,1.5,48,0,0
217,F,1,1.5,48,10,0.5
217,F,2,1.5,48,14,0.736842105
217,F,3,1.5,48,12,0.6
217,F,4,1.5,48,14,0.736842105
228,F,1,1.5,48,0,0
228,F,2,1.5,48,0,0
228,F,3,1.5,48,0,0
228,F,4,1.5,48,0,0
367,F,1,1.5,48,0,0
367,F,2,1.5,48,0,0
367,F,3,1.5,48,0,0
367,F,4,1.5,48,0,0
371,F,1,1.5,48,0,0
371,F,2,1.5,48,0,0
371,F,3,1.5,48,2,0.1
371,F,4,1.5,48,3,0.15
491,F,1,1.5,48,0,0
491,F,2,1.5,48,0,0
491,F,3,1.5,48,0,0
491,F,4,1.5,48,0,0
508,F,1,1.5,48,0,0
508,F,2,1.5,48,1,0.055555556
508,F,3,1.5,48,1,0.05
508,F,4,1.5,48,0,0
508,F,5,1.5,48,1,0.05
799,F,1,1.5,48,0,0
799,F,2,1.5,48,7,0.4375
799,F,3,1.5,48,2,0.1
799,F,4,1.5,48,1,0.055555556
808,F,2,1.5,48,0,0
808,F,4,1.5,48,3,0.15
808,F,1,1.5,48,3,0.166666667
808,F,3,1.5,48,5,0.25
900,F,1,1.5,48,0,0
900,F,2,1.5,48,4,0.210526316
900,F,3,1.5,48,2,0.111111111
900,F,4,1.5,48,6,0.3
41,M,1,1.5,48,0,0
41,M,2,1.5,48,1,0.05
41,M,3,1.5,48,0,0
41,M,4,1.5,48,0,0
59,M,1,1.5,48,0,0
59,M,2,1.5,48,0,0
59,M,3,1.5,48,0,0
59,M,4,1.5,48,0,0
83,M,1,1.5,48,0,0
83,M,2,1.5,48,0,0
83,M,3,1.5,48,0,0
83,M,4,1.5,48,0,0
129,M,1,1.5,48,1,0.05
129,M,2,1.5,48,0,0
129,M,3,1.5,48,0,0
129,M,4,1.5,48,0,0
195,M,1,1.5,48,0,0
195,M,2,1.5,48,0,0
195,M,3,1.5,48,0,0
195,M,4,1.5,48,0,0
217,M,1,1.5,48,0,0
217,M,2,1.5,48,0,0
217,M,3,1.5,48,0,0
217,M,4,1.5,48,0,0
228,M,1,1.5,48,0,0
228,M,2,1.5,48,0,0
228,M,3,1.5,48,0,0
228,M,4,1.5,48,0,0
367,M,1,1.5,48,0,0
367,M,2,1.5,48,0,0
367,M,3,1.5,48,0,0
367,M,4,1.5,48,0,0
371,M,1,1.5,48,0,0
371,M,2,1.5,48,0,0
371,M,3,1.5,48,1,0.05
371,M,4,1.5,48,0,0
491,M,1,1.5,48,0,0
491,M,2,1.5,48,0,0
491,M,3,1.5,48,0,0
491,M,4,1.5,48,0,0
508,M,1,1.5,48,0,0
508,M,2,1.5,48,0,0
508,M,3,1.5,48,0,0
508,M,4,1.5,48,0,0
799,M,1,1.5,48,0,0
799,M,2,1.5,48,0,0
799,M,3,1.5,48,0,0
799,M,4,1.5,48,1,0.058823529
808,M,2,1.5,48,0,0
808,M,4,1.5,48,0,0
808,M,1,1.5,48,0,0
808,M,3,1.5,48,0,0
900,M,1,1.5,48,0,0
900,M,2,1.5,48,0,0
900,M,3,1.5,48,0,0
900,M,4,1.5,48,0,0
